City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
257,saint-philippe,45.3584,-73.479,2.7200000000000273,45,43,5.85,CA,2024-04-24 18:09:52
258,flying fish cove,-10.4213,105.6744,28.28000000000003,79,64,6.67,CX,2024-04-24 18:09:54
259,wainwright,70.6369,-160.0383,-7.069999999999993,91,100,8.66,US,2024-04-24 18:09:56
260,oltinko'l,40.24,68.1511,19.689999999999998,43,27,3.85,UZ,2024-04-24 18:09:57
261,torghay,40.24,68.1511,19.689999999999998,43,27,3.85,UZ,2024-04-24 18:09:57
262,aykhal,65.9516,111.4918,-11.139999999999986,94,100,6.04,RU,2024-04-24 18:10:01
263,nova sintra,14.8711,-24.6956,21.33000000000004,77,97,6.17,CV,2024-04-24 18:10:03
264,greymouth,-42.4499,171.208,14.420000000000016,91,100,8.7,NZ,2024-04-24 18:10:04
265,sao joao evangelista,-18.548,-42.7653,20.220000000000027,89,5,1.27,BR,2024-04-24 18:10:06
266,puerto ayacucho,5.6576,-67.6044,27.420000000000016,79,100,2.24,VE,2024-04-24 18:10:08
267,ancud,-41.8682,-73.8287,12.200000000000045,84,74,8.69,CL,2024-04-24 18:10:10
268,zeribet el oued,34.683,6.5047,18.02000000000004,25,0,5.15,DZ,2024-04-24 18:10:12
269,malvan,16.0606,73.4669,27.260000000000048,79,44,2.3,IN,2024-04-24 18:10:13
270,tofol,5.326,163.0087,28.670000000000016,78,34,6.14,FM,2024-04-24 18:10:15
271,koppies,-27.2428,27.5741,16.230000000000018,39,26,0.41,ZA,2024-04-24 18:10:17
272,la'ie,21.6438,-157.9244,23.629999999999995,75,27,9.21,US,2024-04-24 18:10:19
273,nemuro,43.3301,145.5829,5.930000000000007,97,100,10.56,JP,2024-04-24 18:10:20
274,beauceville,46.2107,-70.7743,-1.5499999999999545,69,96,7.2,CA,2024-04-24 18:10:22
